"id","label","type","x","y"
"am_98989","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.3049087524414,-34.0906295776367
"am_98990","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.6244735717773,-34.7165679931641
"am_98991","WP-2-301: Kapitel 2: Berlin hält zusammen","amendment",-64.1661758422852,-38.9358749389648
"am_98993","WP-4-068: Kapitel 4: Berlin lebt Vielfalt","amendment",-61.671085357666,-43.730297088623
"am_98996","WP-4-351-2: Kapitel 4: Berlin lebt Vielfalt","amendment",-58.767578125,-44.7916641235352
"am_98997","WP-4-353-3: Kapitel 4: Berlin lebt Vielfalt","amendment",-58.4611549377441,-46.6956443786621
"am_98998","WP-4-229: Kapitel 4: Berlin lebt Vielfalt","amendment",-58.3937759399414,-48.2965545654297
"am_98999","WP-4-346: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.5963516235352,-33.0960845947266
"am_99000","WP-4-347: Kapitel 4: Berlin lebt Vielfalt","amendment",-72.2067794799805,-31.8662624359131
"am_99001","WP-4-353: Kapitel 4: Berlin lebt Vielfalt","amendment",-74.1519012451172,-29.0794582366943
"am_99009","WP-6-367: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-74.7253570556641,-31.4006423950195
"am_99010","WP-6-380: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-69.9352798461914,-31.6941928863525
"am_99018","WP-4-027: Kapitel 4: Berlin lebt Vielfalt","amendment",-76.8326873779297,-29.7094078063965
"am_99019","WP-6-138: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-59.2560958862305,-43.8195991516113
"am_99020","WP-6-024: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-58.6134490966797,-44.9568824768066
"am_99024","WP-6-035: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-58.6544456481934,-44.076114654541
"am_99027","WP-6-102: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-55.1278076171875,-41.7336807250977
"am_99028","WP-6-095: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-58.643440246582,-44.262638092041
"am_99029","WP-6-212: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-58.9615669250488,-44.0037689208984
"am_99031","WP-0-003-2: Präambel","amendment",-70.4598846435547,-37.4309387207031
"am_99032","WP-6-407: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-70.9319458007812,-32.160041809082
"am_99033","WP-1-121: Kapitel 1: Berlin bleibt lebenswert","amendment",-68.2172164916992,-37.6700553894043
"am_99034","WP-2-141: Kapitel 2: Berlin hält zusammen","amendment",-68.62255859375,-37.527904510498
"am_99035","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-67.1628799438477,-36.6184616088867
"am_99040","WP-2-334: Kapitel 2: Berlin hält zusammen","amendment",-66.9878692626953,-35.4596290588379
"am_99041","WP-2-389: Kapitel 2: Berlin hält zusammen","amendment",-68.9437713623047,-34.2171630859375
"am_99042","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.5545425415039,-40.0783233642578
"am_99043","WP-2-204: Kapitel 2: Berlin hält zusammen","amendment",-65.3869400024414,-40.1074523925781
"am_99044","WP-4-284: Kapitel 4: Berlin lebt Vielfalt","amendment",-67.2328109741211,-38.980541229248
"am_99045","WP-4-284-2: Kapitel 4: Berlin lebt Vielfalt","amendment",-69.027099609375,-39.366870880127
"am_99046","WP-4-440: Kapitel 4: Berlin lebt Vielfalt","amendment",-68.0492858886719,-35.8603057861328
"am_99047","WP-4-372: Kapitel 4: Berlin lebt Vielfalt","amendment",-65.9900436401367,-38.6748352050781
"am_99048","WP-4-399: Kapitel 4: Berlin lebt Vielfalt","amendment",-65.7373046875,-39.5579109191895
"am_99049","WP-4-405: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.9346466064453,-39.9423599243164
"am_99050","WP-4-457: Kapitel 4: Berlin lebt Vielfalt","amendment",-67.6065139770508,-35.6879463195801
"am_99051","Änderungsantrag zu WP-6: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-66.3328323364258,-41.203914642334
"am_99052","WP-4-479: Kapitel 4: Berlin lebt Vielfalt","amendment",-68.2057723999023,-33.8700294494629
"am_99053","WP-6-123: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-64.2913818359375,-41.0685768127441
"am_99054","WP-5-151-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-70.5119094848633,-36.0808639526367
"am_99055","WP-5-263: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-64.6728973388672,-34.4306526184082
"am_99056","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-67.7653579711914,-38.4542999267578
"am_99057","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-66.9264221191406,-36.8451995849609
"am_99058","WP-6-100: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-70.0323715209961,-38.0078086853027
"am_99070","WP-4-461: Kapitel 4: Berlin lebt Vielfalt","amendment",-68.3989105224609,-34.403205871582
"am_99080","WP-2-410: Kapitel 2: Berlin hält zusammen","amendment",-72.8925476074219,-27.0329246520996
"am_99082","WP-5-618: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.892448425293,-34.5432815551758
"am_99085","WP-0-009: Präambel","amendment",-71.5846557617188,-31.296272277832
"am_99086","WP-5-670: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.8859710693359,-33.2982788085938
"am_99090","WP-4-078: Kapitel 4: Berlin lebt Vielfalt","amendment",-64.7994918823242,-38.3674240112305
"am_99091","WP-6-476: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-75.114616394043,-27.2123756408691
"am_99092","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-70.4542617797852,-27.5833263397217
"am_99093","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-72.3559875488281,-24.1713581085205
"am_99094","WP-3-274: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.7786407470703,-32.6394462585449
"am_99095","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-70.4258117675781,-29.1450538635254
"am_99096","WP-3-279: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.0561599731445,-31.735408782959
"am_99097","Änderungsantrag zu WP-6: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-75.023323059082,-30.7345123291016
"am_99099","WP-4-310: Kapitel 4: Berlin lebt Vielfalt","amendment",-74.0415496826172,-31.9164600372314
"am_99100","WP-6-466: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-73.2307052612305,-31.2212219238281
"am_99102","WP-2-129-2: Kapitel 2: Berlin hält zusammen","amendment",-64.2914810180664,-38.3758354187012
"am_99103","WP-2-493: Kapitel 2: Berlin hält zusammen","amendment",-67.4666595458984,-34.4543304443359
"am_99104","WP-4-628: Kapitel 4: Berlin lebt Vielfalt","amendment",-67.7060012817383,-33.8356399536133
"am_99105","WP-4-601: Kapitel 4: Berlin lebt Vielfalt","amendment",-67.7222747802734,-34.538200378418
"am_99106","WP-5-628: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-65.6568984985352,-38.7085990905762
"am_99114","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.8659133911133,-25.5890789031982
"am_99126","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-67.3022003173828,-31.7093524932861
"am_99131","WP-4-300: Kapitel 4: Berlin lebt Vielfalt","amendment",-70.6130447387695,-33.5786819458008
"am_99219","Änderungsantrag zu WP-2: Kapitel 2: Berlin hält zusammen","amendment",-63.4003753662109,-40.2026786804199
"am_99222","WP-4-298: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.1580429077148,-29.3604335784912
"am_99242","WP-3-313: Kapitel 3: Berlin gestaltet Zukunft","amendment",-56.6146125793457,-39.9021835327148
"am_99243","WP-3-334: Kapitel 3: Berlin gestaltet Zukunft","amendment",-60.7035293579102,-40.8721923828125
"am_99245","WP-5-180: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-59.7425346374512,-39.3579254150391
"am_99247","WP-3-085: Kapitel 3: Berlin gestaltet Zukunft","amendment",-73.1750106811523,-30.2859363555908
"am_99252","Änderungsantrag zu WP-2: Kapitel 2: Berlin hält zusammen","amendment",-61.5711059570312,-38.9434928894043
"am_99256","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.8738403320312,-44.5037956237793
"am_99262","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.7883529663086,-39.0976829528809
"am_99267","WP-3-284: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.6431503295898,-38.4735221862793
"am_99271","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.0655364990234,-37.969425201416
"am_99273","WP-3-259: Kapitel 3: Berlin gestaltet Zukunft","amendment",-64.1404266357422,-37.4251747131348
"am_99275","WP-3-139-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.7388534545898,-40.6814041137695
"am_99276","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-64.4443283081055,-42.5151290893555
"am_99277","WP-3-130-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-69.3382797241211,-44.2464599609375
"am_99278","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.5453605651855,-40.1071624755859
"am_99280","WP-6-097: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-59.6020812988281,-44.2129364013672
"am_99281","WP-3-103: Kapitel 3: Berlin gestaltet Zukunft","amendment",-64.5609512329102,-34.3155937194824
"am_99282","WP-3-069: Kapitel 3: Berlin gestaltet Zukunft","amendment",-63.5303344726562,-34.5957984924316
"am_99286","WP-6-124: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-58.8198356628418,-44.3987808227539
"am_99293","WP-6-159: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-60.2013549804688,-43.592601776123
"am_99294","WP-0-042: Präambel","amendment",-61.929370880127,-40.2273483276367
"am_99298","WP-6-143: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-59.3443756103516,-44.0078506469727
"am_99300","WP-4-000: Kapitel 4: Berlin lebt Vielfalt","amendment",-57.4447822570801,-36.8312377929688
"am_99302","WP-6-406: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-57.9744644165039,-43.3387756347656
"am_99303","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-63.4584121704102,-38.0888710021973
"am_99304","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-69.212287902832,-29.9930782318115
"am_99305","WP-4-310-2: Kapitel 4: Berlin lebt Vielfalt","amendment",-72.1811981201172,-28.8871097564697
"am_99315","WP-5-254-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-70.0033416748047,-31.6884860992432
"am_99317","WP-1-481: Kapitel 1: Berlin bleibt lebenswert","amendment",-75.906982421875,-30.2929782867432
"am_99319","WP-5-153-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.4152221679688,-30.9937496185303
"am_99322","WP-3-078: Kapitel 3: Berlin gestaltet Zukunft","amendment",-68.2738189697266,-35.5398483276367
"am_99323","WP-5-182: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.4343795776367,-30.9202346801758
"am_99324","WP-3-155: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.4307632446289,-32.115592956543
"am_99325","WP-3-173: Kapitel 3: Berlin gestaltet Zukunft","amendment",-68.5062561035156,-34.9493789672852
"am_99326","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.8574295043945,-29.424825668335
"am_99327","WP-3-163: Kapitel 3: Berlin gestaltet Zukunft","amendment",-72.0900268554688,-31.6948566436768
"am_99329","WP-2-030: Kapitel 2: Berlin hält zusammen","amendment",-62.9233322143555,-41.3550758361816
"am_99330","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.8013610839844,-24.3374996185303
"am_99331","WP-2-040-2: Kapitel 2: Berlin hält zusammen","amendment",-63.2234306335449,-42.2167129516602
"am_99332","WP-2-119: Kapitel 2: Berlin hält zusammen","amendment",-61.9761123657227,-41.8215484619141
"am_99333","WP-3-086: Kapitel 3: Berlin gestaltet Zukunft","amendment",-73.0577697753906,-30.8553638458252
"am_99334","WP-2-102: Kapitel 2: Berlin hält zusammen","amendment",-63.886962890625,-41.2762413024902
"am_99339","WP-2-004: Kapitel 2: Berlin hält zusammen","amendment",-69.6226272583008,-32.0115509033203
"am_99348","WP-2-512: Kapitel 2: Berlin hält zusammen","amendment",-69.3262252807617,-31.134147644043
"am_99349","WP-2-515: Kapitel 2: Berlin hält zusammen","amendment",-71.8782653808594,-30.7289485931396
"am_99350","WP-2-517: Kapitel 2: Berlin hält zusammen","amendment",-67.7099761962891,-29.4659233093262
"am_99351","WP-2-531: Kapitel 2: Berlin hält zusammen","amendment",-71.0598602294922,-31.9454956054688
"am_99352","WP-2-566: Kapitel 2: Berlin hält zusammen","amendment",-72.0376358032227,-31.5550575256348
"am_99353","WP-5-079: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-67.7448806762695,-30.3189716339111
"am_99354","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-70.9388580322266,-33.7779426574707
"am_99357","WP-3-489: Kapitel 3: Berlin gestaltet Zukunft","amendment",-72.3023452758789,-31.2868232727051
"am_99359","WP-3-489-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-74.2101287841797,-29.5953598022461
"am_99360","WP-3-523-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.3625183105469,-32.3245735168457
"am_99362","WP-3-686-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-73.0614929199219,-32.3183135986328
"am_99367","WP-2-570: Kapitel 2: Berlin hält zusammen","amendment",-72.1593933105469,-32.188346862793
"am_99369","WP-2-593: Kapitel 2: Berlin hält zusammen","amendment",-72.2645492553711,-32.7576370239258
"am_99370","WP-3-546: Kapitel 3: Berlin gestaltet Zukunft","amendment",-63.0455932617188,-34.4029273986816
"am_99371","WP-2-334-2: Kapitel 2: Berlin hält zusammen","amendment",-66.5044174194336,-36.9948616027832
"am_99372","WP-2-591: Kapitel 2: Berlin hält zusammen","amendment",-67.1274948120117,-37.4046669006348
"am_99373","WP-2-596: Kapitel 2: Berlin hält zusammen","amendment",-66.8847579956055,-35.915584564209
"am_99374","WP-3-756: Kapitel 3: Berlin gestaltet Zukunft","amendment",-67.0602264404297,-37.1409225463867
"am_99375","WP-4-158: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.060920715332,-38.9873504638672
"am_99376","WP-4-682: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.6503524780273,-38.615608215332
"am_99377","WP-4-687: Kapitel 4: Berlin lebt Vielfalt","amendment",-64.5378646850586,-37.0403289794922
"am_99378","WP-4-738: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.4004974365234,-40.6255149841309
"am_99379","Änderungsantrag zu WP-1: Kapitel 1: Berlin bleibt lebenswert","amendment",-65.6996383666992,-39.6638374328613
"am_99380","WP-1-014: Kapitel 1: Berlin bleibt lebenswert","amendment",-64.5414886474609,-39.4779434204102
"am_99381","Änderungsantrag zu WP-1: Kapitel 1: Berlin bleibt lebenswert","amendment",-64.9839324951172,-39.8476066589355
"am_99382","WP-2-057: Kapitel 2: Berlin hält zusammen","amendment",-65.4150543212891,-37.441780090332
"am_99383","Änderungsantrag zu WP-2: Kapitel 2: Berlin hält zusammen","amendment",-63.2796592712402,-39.175479888916
"am_99384","WP-3-037: Kapitel 3: Berlin gestaltet Zukunft","amendment",-66.010498046875,-39.8318672180176
"am_99385","WP-3-051: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.9192276000977,-40.3616676330566
"am_99386","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-65.0590362548828,-38.7279739379883
"am_99387","WP-3-083: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.8500518798828,-38.724796295166
"am_99388","WP-3-253: Kapitel 3: Berlin gestaltet Zukunft","amendment",-70.1042022705078,-39.7717018127441
"am_99389","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-66.0532455444336,-39.6819648742676
"am_99390","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-64.5344314575195,-40.4360122680664
"am_99391","WP-4-087: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.2215347290039,-38.0479583740234
"am_99392","Änderungsantrag zu WP-6: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-65.2300109863281,-39.8034782409668
"am_99393","WP-4-010: Kapitel 4: Berlin lebt Vielfalt","amendment",-70.487060546875,-30.5738620758057
"am_99394","Änderungsantrag zu WP-0: Präambel","amendment",-69.6595153808594,-30.7851696014404
"am_99395","WP-3-125: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.1221656799316,-40.1053276062012
"am_99396","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-61.2816390991211,-43.4032669067383
"am_99397","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-64.8618011474609,-38.8567810058594
"am_99398","Änderungsantrag zu WP-2: Kapitel 2: Berlin hält zusammen","amendment",-74.6902923583984,-27.6657123565674
"am_99399","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.835563659668,-30.3607616424561
"am_99400","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.9644393920898,-31.0218048095703
"am_99401","WP-5-256: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.9953002929688,-30.508264541626
"am_99402","WP-4-666: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.7451400756836,-29.5266914367676
"am_99413","WP-5-023: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.8957672119141,-30.5225925445557
"am_99416","WP-5-034: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.0968322753906,-30.0399589538574
"am_99418","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-63.9989471435547,-39.1804275512695
"am_99419","WP-5-041: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.9932098388672,-31.4136753082275
"am_99420","WP-5-053: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.6207046508789,-31.6833400726318
"am_99424","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-72.7406616210938,-31.8340721130371
"am_99425","WP-5-055: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.1154174804688,-31.1320610046387
"am_99427","WP-5-063-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.9647674560547,-28.0300407409668
"am_99428","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.731071472168,-27.3248596191406
"am_99431","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-76.9618606567383,-30.2072505950928
"am_99434","WP-5-098: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.1341552734375,-25.6455726623535
"am_99435","Änderungsantrag zu WP-1: Kapitel 1: Berlin bleibt lebenswert","amendment",-68.2414245605469,-36.1295204162598
"am_99438","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-74.2255477905273,-31.685396194458
"am_99439","WP-5-236-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.1797866821289,-31.4255599975586
"am_99441","WP-4-230: Kapitel 4: Berlin lebt Vielfalt","amendment",-58.7252540588379,-46.2766761779785
"am_99442","WP-5-279-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.6605606079102,-33.7869834899902
"am_99443","WP-5-369: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-67.8403472900391,-37.8270988464355
"am_99444","WP-5-273: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.8902587890625,-31.3212890625
"am_99445","WP-5-260: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.1903839111328,-29.4022159576416
"am_99447","WP-0-018-2: Präambel","amendment",-71.8606719970703,-33.8089447021484
"am_99448","WP-5-231-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-76.3120498657227,-32.1753807067871
"am_99449","WP-5-217: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.8144073486328,-33.6458282470703
"am_99452","WP-5-187: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-73.2932662963867,-31.271125793457
"am_99453","WP-5-231: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.1030120849609,-29.9311237335205
"am_99455","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.8819808959961,-31.0869674682617
"am_99458","Änderungsantrag zu WP-6: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-66.2384872436523,-36.5190010070801
"am_99459","WP-6-562: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-65.3941116333008,-38.2857437133789
"am_99460","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.0527877807617,-31.038236618042
"am_99475","WP-0-011: Präambel","amendment",-68.7334289550781,-34.0052261352539
"am_99477","WP-3-486: Kapitel 3: Berlin gestaltet Zukunft","amendment",-70.8893051147461,-34.7050132751465
"am_99483","WP-5-824: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.2229843139648,-29.8075103759766
"am_99485","WP-3-035: Kapitel 3: Berlin gestaltet Zukunft","amendment",-73.1781158447266,-33.5723075866699
"am_99488","WP-4-828-2: Kapitel 4: Berlin lebt Vielfalt","amendment",-102.796615600586,29.2673740386963
"am_99489","WP-4-692: Kapitel 4: Berlin lebt Vielfalt","amendment",-104.105422973633,31.7914733886719
"am_99490","WP-3-139: Kapitel 3: Berlin gestaltet Zukunft","amendment",-63.2252464294434,-40.3267402648926
"am_99491","WP-3-074: Kapitel 3: Berlin gestaltet Zukunft","amendment",-102.711784362793,30.1398887634277
"am_99499","WP-5-094: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-63.4748268127441,-41.7971687316895
"am_99500","WP-4-523: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.9177627563477,-32.0422325134277
"am_99501","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-75.2271575927734,-33.5224571228027
"am_99504","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-76.3741073608398,-31.4483318328857
"am_99507","WP-3-667-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-77.8147125244141,-27.9225769042969
"am_99509","WP-4-553: Kapitel 4: Berlin lebt Vielfalt","amendment",-71.3204040527344,-30.8304901123047
"am_99510","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-75.7090911865234,-31.8680553436279
"am_99512","WP-5-119: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-72.2457580566406,-29.3084373474121
"am_99513","WP-3-694-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-75.1511306762695,-29.9443492889404
"am_99514","WP-5-311: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-70.5742111206055,-30.9760723114014
"am_99515","WP-5-315: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-70.1598587036133,-33.4376182556152
"am_99516","WP-5-319-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.0202102661133,-32.7946510314941
"am_99517","WP-5-118: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.6221313476562,-34.2399597167969
"am_99518","WP-5-114: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-76.0119476318359,-27.3016185760498
"am_99519","WP-5-088: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-76.2382965087891,-31.3939743041992
"am_99520","WP-5-108: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.6294708251953,-29.4173641204834
"am_99521","Änderungsantrag zu WP-4: Kapitel 4: Berlin lebt Vielfalt","amendment",-57.1053161621094,-43.3986053466797
"am_99522","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-62.7953567504883,-42.7151412963867
"am_99523","Änderungsantrag zu WP-6: Kapitel 6: Berlin funktioniert zuverlässig","amendment",-60.2838592529297,-40.2807197570801
"am_99524","WP-5-131: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.978874206543,-29.6551151275635
"am_99525","WP-5-073: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.3234710693359,-28.6131896972656
"am_99526","WP-5-063: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-74.9409332275391,-27.3274173736572
"am_99527","WP-5-071: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.3189315795898,-28.719274520874
"am_99528","WP-0-034: Präambel","amendment",-72.1780242919922,-31.1193103790283
"am_99529","WP-4-709: Kapitel 4: Berlin lebt Vielfalt","amendment",-66.4763031005859,-35.0902519226074
"am_99530","WP-5-319-3: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-69.4506683349609,-29.4815921783447
"am_99532","WP-5-218: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-65.5886611938477,-36.3407363891602
"am_99533","WP-5-311-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-68.7730484008789,-34.1512870788574
"am_99534","WP-5-313: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-71.0354461669922,-33.6198348999023
"am_99535","WP-5-185: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-63.3654899597168,-40.075267791748
"am_99536","WP-4-230-2: Kapitel 4: Berlin lebt Vielfalt","amendment",-69.5755996704102,-32.5746650695801
"am_99537","WP-4-252: Kapitel 4: Berlin lebt Vielfalt","amendment",-70.1051940917969,-31.8560066223145
"am_99538","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-64.9985733032227,-39.0417556762695
"am_99539","WP-3-235-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-72.383544921875,-31.6241645812988
"am_99540","Änderungsantrag zu WP-3: Kapitel 3: Berlin gestaltet Zukunft","amendment",-66.7229537963867,-38.7977828979492
"am_99541","WP-3-134: Kapitel 3: Berlin gestaltet Zukunft","amendment",-71.0502471923828,-32.06640625
"am_99543","Änderungsantrag zu WP-5: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-14.8726272583008,-78.7885589599609
"am_99546","WP-0-030-2: Präambel","amendment",-70.4264755249023,-40.4939918518066
"am_99547","WP-0-059: Präambel","amendment",-68.3176574707031,-38.7585525512695
"am_99548","WP-3-677: Kapitel 3: Berlin gestaltet Zukunft","amendment",-69.5338668823242,-38.797721862793
"am_99549","WP-5-219-2: Kapitel 5: Berlin begleitet ein Leben lang","amendment",-65.3465957641602,-38.5363960266113
"am_99550","WP-3-686: Kapitel 3: Berlin gestaltet Zukunft","amendment",-68.1116256713867,-38.2704696655273
"am_99551","WP-3-687: Kapitel 3: Berlin gestaltet Zukunft","amendment",-67.9641723632812,-38.704647064209
"am_99552","Änderungsantrag zu WP-2: Kapitel 2: Berlin hält zusammen","amendment",-69.74755859375,-34.3778800964355
"am_99553","WP-3-687-2: Kapitel 3: Berlin gestaltet Zukunft","amendment",-66.4506530761719,-38.8886032104492
